********
* The Activity Log contains a detailed list of the steps the Evernote application performs,
* as well as information about your account and your device. Your Note titles, tags,
* Notebook names and occasionally Note content also may be included. We treat your
* Activity Log data as confidential, and the terms of our Privacy Policy apply (http://evernote.com/privacy).
*
* You may remove anything you do not want to send us.
********


[11384] Log opened on 2018/02/26 00:31:29 (UTC+8:00), logging level: [INFO   ]
00:41:50 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].png"
00:41:51 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].jpg"
00:41:51 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].png"
00:41:51 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [4].png"
00:41:51 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [5].png"
00:41:51 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [6].png"
00:41:51 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [7].png"
00:41:51 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [8].png"
00:41:52 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [9].png"
00:41:52 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.jpg"
00:41:52 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.png"
00:41:52 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-16.txt"
00:41:52 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-17.txt"
00:41:52 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-22.txt"
00:41:52 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-23.txt"
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-25.txt"
00:41:53 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-26.txt" has zero file size
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-16.txt"
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-17.txt"
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-22.txt"
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-25.txt"
00:41:53 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-26.txt" has zero file size
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\README.md"
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\优达无人驾驶Part1Computer Version and Deep learning.enex"
00:41:53 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\深度学习工程师（网易云课堂）.enex"
00:41:57 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\.gitattributes"
00:41:57 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Crashes\AppState.0"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.accounts"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.sessiondata"
00:41:58 [ERROR  ] [11384] [4300] Can't load file due to its size of 46.6 MB, maximum allowed size is 25.0 MB
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.activitylog"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.cardviews"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.commengine"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.context"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.snippets"
00:41:58 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.thumbnails"
00:41:59 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].jpg"
00:41:59 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].png"
00:41:59 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].jpg"
00:41:59 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].png"
00:41:59 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [4].png"
00:41:59 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [5].png"
00:42:00 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [6].png"
00:42:00 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [7].png"
00:42:00 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [8].png"
00:42:00 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [9].png"
00:42:00 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.jpg"
00:42:00 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.png"
00:42:01 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-16.txt"
00:42:01 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-17.txt"
00:42:01 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-22.txt"
00:42:01 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-23.txt"
00:42:01 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-25.txt"
00:42:01 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-26.txt" has zero file size
00:42:01 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-16.txt"
00:42:02 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-17.txt"
00:42:02 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-22.txt"
00:42:02 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-25.txt"
00:42:02 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-26.txt" has zero file size
00:42:02 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\README.md"
00:42:02 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\优达无人驾驶Part1Computer Version and Deep learning.enex"
00:42:02 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\深度学习工程师（网易云课堂）.enex"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\.gitattributes"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Crashes\AppState.0"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.accounts"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.sessiondata"
00:42:05 [ERROR  ] [11384] [4300] Can't load file due to its size of 46.6 MB, maximum allowed size is 25.0 MB
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.activitylog"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.cardviews"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.commengine"
00:42:05 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.context"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.snippets"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.thumbnails"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].jpg"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].png"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].jpg"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].png"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [4].png"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [5].png"
00:42:06 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [6].png"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [7].png"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [8].png"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [9].png"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.jpg"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.png"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-16.txt"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-17.txt"
00:42:07 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-22.txt"
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-23.txt"
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-25.txt"
00:42:08 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-26.txt" has zero file size
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-16.txt"
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-17.txt"
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-22.txt"
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-25.txt"
00:42:08 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-26.txt" has zero file size
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\README.md"
00:42:08 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\优达无人驾驶Part1Computer Version and Deep learning.enex"
00:42:09 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\深度学习工程师（网易云课堂）.enex"
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\.gitattributes"
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Crashes\AppState.0"
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.accounts"
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.sessiondata"
00:42:11 [ERROR  ] [11384] [4300] Can't load file due to its size of 46.6 MB, maximum allowed size is 25.0 MB
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb"
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.activitylog"
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.cardviews"
00:42:11 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.commengine"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.context"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.snippets"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.thumbnails"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].jpg"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].png"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].jpg"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].png"
00:42:12 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [4].png"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [5].png"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [6].png"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [7].png"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [8].png"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [9].png"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.jpg"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.png"
00:42:13 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-16.txt"
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-17.txt"
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-22.txt"
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-23.txt"
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-25.txt"
00:42:14 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-26.txt" has zero file size
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-16.txt"
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-17.txt"
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-22.txt"
00:42:14 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-25.txt"
00:42:14 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-26.txt" has zero file size
00:42:15 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\README.md"
00:42:15 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\优达无人驾驶Part1Computer Version and Deep learning.enex"
00:42:15 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\深度学习工程师（网易云课堂）.enex"
00:42:17 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\.gitattributes"
00:42:17 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Crashes\AppState.0"
00:42:17 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.accounts"
00:42:17 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.sessiondata"
00:42:17 [ERROR  ] [11384] [4300] Can't load file due to its size of 46.6 MB, maximum allowed size is 25.0 MB
00:42:17 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb"
00:42:17 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.activitylog"
00:42:18 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.cardviews"
00:42:18 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.commengine"
00:42:18 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.context"
00:42:18 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.snippets"
00:42:18 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.thumbnails"
00:42:18 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].jpg"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].png"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].jpg"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].png"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [4].png"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [5].png"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [6].png"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [7].png"
00:42:19 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [8].png"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [9].png"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.jpg"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.png"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-16.txt"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-17.txt"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-22.txt"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-23.txt"
00:42:20 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-25.txt"
00:42:20 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-26.txt" has zero file size
00:42:21 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-16.txt"
00:42:21 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-17.txt"
00:42:21 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-22.txt"
00:42:21 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-25.txt"
00:42:21 [INFO   ] [11384] [4300] Folder Import: "D:\印象笔记\LocalFiles\Logs\enclipper_2018-02-26.txt" has zero file size
00:42:21 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\README.md"
00:42:21 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\优达无人驾驶Part1Computer Version and Deep learning.enex"
00:42:21 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\深度学习工程师（网易云课堂）.enex"
00:42:22 [INFO   ] [11336] [13380] Starting EvernoteSubprocess.exe
00:42:22 [INFO   ] [11336] [13380]  * Command-line params: --type=renderer --no-sandbox --service-pipe-token=2869F1CE8B1D66EAF81B228F97D57136 --lang=en-US --lang=zh-CN --log-file="D:\印象笔记\LocalFiles\Logs\cef.log" --log-severity=disable --product-version="Evernote Windows/306387 (zh-CN, DDL); Windows/10.0.0 (Win64);" --enable-pinch --device-scale-factor=1.25 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --enable-gpu-async-worker-context --service-request-channel-token=2869F1CE8B1D66EAF81B228F97D57136 --renderer-client-id=8 --mojo-platform-channel-handle=6024 /prefetch:1
00:42:25 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\.gitattributes"
00:42:25 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Crashes\AppState.0"
00:42:25 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.accounts"
00:42:25 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\.sessiondata"
00:42:25 [ERROR  ] [11384] [4300] Can't load file due to its size of 46.6 MB, maximum allowed size is 25.0 MB
00:42:25 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb"
00:42:25 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.activitylog"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.cardviews"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.commengine"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.context"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.snippets"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Databases\1528038517#app.yinxiang.com.exb.thumbnails"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].jpg"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [2].png"
00:42:26 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].jpg"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [3].png"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [4].png"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [5].png"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [6].png"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [7].png"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [8].png"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image [9].png"
00:42:27 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.jpg"
00:42:28 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Image.png"
00:42:28 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-16.txt"
00:42:28 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-17.txt"
00:42:28 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-22.txt"
00:42:28 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-23.txt"
00:42:28 [ERROR  ] [11384] [4300] Failed to import: "D:\印象笔记\LocalFiles\Logs\AppLog_2018-02-25.txt"
